"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still images","Photographs","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird."" ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_36_03_B4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_03_B4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~796~223934","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_03_B4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird."" Captions reads, ""Typical Cowgirl of the West""  ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_36_03_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_03_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~794~223935","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_03_B3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird."" ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_36_03_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_03_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~795~223936","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_03_B2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco at Colorado State Fair","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographs","Colorado--Pueblo","","","Rodeo performer Mayme Stroud riding bronco at the Colorado State Fair and Rodeo","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_36_03_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_03_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~797~223937","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_03_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one foot out","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","narv_westermeier_36_04_H6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_H6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~798~223924","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_H6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","New Mexico--Tucumcari","","","Rodeo performer Mayme Stroud hanging off the side of a saddle, a trick riding move called the ""Stroud Layout""","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","narv_westermeier_36_04_F4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo F4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~799~223925","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_F4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","South Dakota--Belle Fourche","","","Rodeo performer Mayme Stroud standing in the saddle of a horse, running around a track","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","narv_westermeier_36_04_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~800~223928","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_C2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one arm up, large grandstand in the background","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","narv_westermeier_36_04_H14.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H14","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_H14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~801~223922","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_H14.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud hangs off the saddle of a running horse, facing backward","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","narv_westermeier_36_04_H13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, H13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_H13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~802~223923","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_H13.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud waving hat","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","","D.F.P.Co./Doubleday-Foster Photo Company","","Rodeo performer Mayme Stroud waving her hat, with men and a dog in the background","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","narv_westermeier_31_13_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~803~224065","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_F1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Al G. Barnes Circus banners","Stroud, Mayme; performer","","","","still images","Photographs","","","","Rodeo performer on horseback before banners for Al G. Barnes Circus","Women circus performers","","","","","","","","narv_westermeier_35_07_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_07_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~804~223954","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_07_A3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Betty and Anna Herian at rodeo","Van Graven; photographer","Stroud, Mayme; performer","Herian, Betty; performer","Herian, Anna; performer","still images","Photographic postcards","","","","Mayme Stroud with two other women rodeo performers, Betty Herian and Anna Herian, at a rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","narv_westermeier_31_13_F2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~805~224064","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_F2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirl and rodeo clowns","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Mayme Stroud poses against a rodeo grandstand with another woman rodeo performer and two rodeo clowns","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo clowns","Rodeos","","","","narv_westermeier_31_13_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~806~224066","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_E1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirls at Tucumcari Round-Up","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","New Mexico--Tucumcari","D.F.P.Co./Doubleday-Foster Photo Company","1918","Mayme Stroud with other women rodeo performers at Tucumcari Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","narv_westermeier_36_06_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 6, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_06_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~807~223918","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_06_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Jupiter the Posing Pony","Stroud, Mayme; performer","","","","still images","Photographs","","","","Rodeo performer Mayme Stroud in circus costume with trained posing horse, Jupiter","Women circus performers","Circus animals","Horses","","","","","","narv_westermeier_35_06_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 6, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_06_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~808~223956","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_06_E1.jpg"
