"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Cowboys and cowgirls with animals at California Franks' ranch","","","","","still image","Photographs","Colorado--Ridgway","","1915","Unidentified cowboys and cowgirls with farm animals, farm house, and barn in the background. Ranch headquarters of California Frank Hafley's Wild West Attractions in Ridgway Colorado","Cowgirls","Cowboys","Ranches","Livestock","","","","","https://ark.colorado.edu/ark:/47540/v62r2k51g45g","narv_westermeier_36_07_M13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","650","223915","4858","narv_westermeier_36_07_M13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~650~223915"
"Clifford P. and Therese S. Westermeier Collection","Cowboys kneeling in discussion","","","","","still image","Photographic postcards","","","","Unidentified rodeo performers kneeling to talk, with horses nearby","Rodeos","Rodeo performers","Horses","","","","","","https://ark.colorado.edu/ark:/47540/b23z513484jj","narv_westermeier_44_Book2_CN.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CN","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","651","223865","4858","narv_westermeier_44_Book2_CN.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~651~223865"
"Clifford P. and Therese S. Westermeier Collection","Cowboys roping wild horses","","","","","still image","Photographic postcards","","","","Cowboys chasing after wild horses at unidentified rodeo, mountains in the background","Rodeos","Rodeo animals","Horses","Wild horses","","","","","https://ark.colorado.edu/ark:/47540/f4997q0549kk","narv_westermeier_44_Book2_F.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo F","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","652","223864","4858","narv_westermeier_44_Book2_F.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~652~223864"
"Clifford P. and Therese S. Westermeier Collection","Cyclone, bucking","","","","","still image","Photographic postcards","","","1910","Rodeo performers Del Blanchett and Wiley Hill reining bucking bronco, Cyclone","Rodeos","Rodeo performers","Rodeo animals","Horses","","","","","https://ark.colorado.edu/ark:/47540/rx1r3d9568r9","narv_westermeier_44_Book2_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","653","223885","4858","narv_westermeier_44_Book2_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~653~223885"
"Clifford P. and Therese S. Westermeier Collection","Deadwood Stagecoach","","","","","still image","Photographic postcards","","","1908","Unidentified people pose in front of Deadwood Stage Coach with ""Wild West Show"" sign","Wild west shows","Stagecoaches","","","","","","","https://ark.colorado.edu/ark:/47540/hd318273q4p4","narv_westermeier_32_01_A7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","654","224050","4858","narv_westermeier_32_01_A7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~654~224050"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett and Art Acord with horses","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Blanchett, Del; performer","Acord, Art; performer","","still image","Photographs","","","","Rodeo performers Del Blanchett and Art Acord pose with horses","Rodeos","Rodeo performers","Horses","","","","","","https://ark.colorado.edu/ark:/47540/j92n2f00j4nz","narv_westermeier_44_Book1_CH.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CH","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","655","223897","4858","narv_westermeier_44_Book1_CH.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~655~223897"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett and Mike Brahm with Cyclone","Blanchett, Del; performer","Brahm, Mike; performer","","","still image","Photographic postcards","","","1910","Rodeo performer Del Blanchett on horseback, while Mike Brahm holds onto bronco, Cyclone. Handwritten caption reads, ""Del Blanchett killed in World War in France""","Rodeos","Rodeo performers","Rodeo animals","Horses","","","","","https://ark.colorado.edu/ark:/47540/kz791c17j7z3","narv_westermeier_44_Book2_A.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo A","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","656","223886","4858","narv_westermeier_44_Book2_A.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~656~223886"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett bulldogging","Blanchett, Del; performer","","","","still image","Photographic postcards","","","","Rodeo performer Del Blanchett","Rodeos","Rodeo performers","","","","","","","https://ark.colorado.edu/ark:/47540/zh889w82w6db","narv_westermeier_44_Book2_BI.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BI","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","657","223881","4858","narv_westermeier_44_Book2_BI.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~657~223881"
"Clifford P. and Therese S. Westermeier Collection","Dick Hornbuckle riding bronco","Doubleday, R.R.; photographer","Hornbuckle, Dick; performer","","","still image","Photographic postcards","Wyoming--Cheyenne","","","Rodeo performer Dick Hornbuckle riding bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/5t2z2054r42g","narv_westermeier_31_06_J6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","658","224118","4858","narv_westermeier_31_06_J6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~658~224118"
"Clifford P. and Therese S. Westermeier Collection","Diving horse","Doubleday, R.R.; photographer","","","","still image","Photographic postcards","","","","Trained horse diving 40 feet from a platform into a pond","Rodeos","Rodeo performers","Rodeo animals","Horses","","","","","https://ark.colorado.edu/ark:/47540/kg691034x8tq","narv_westermeier_32_01_A4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","659","224051","4858","narv_westermeier_32_01_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~659~224051"
"Clifford P. and Therese S. Westermeier Collection","Dolly Eskew with trained horse","Eskew, Dolly; performer","","","","still image","Photographic postcards","Florida--Miami","","","Rodeo performer Dolly Eskew sitting on the back of a trained horse, laying on the ground","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Horses","","","","https://ark.colorado.edu/ark:/47540/zt1v7257k6mr","narv_westermeier_26_09_E4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo E4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","660","224164","4858","narv_westermeier_26_09_E4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~660~224164"
"Clifford P. and Therese S. Westermeier Collection","Douglas Fairbanks with Madison Square Garden rodeo performers","Doubleday, R.R.; photographer","Fairbanks, Douglas","","","still image","Photographic postcards","Alberta--Calgary","","","Movie star Douglas Fairbanks celebrates with rodeo producer Tex Austin and performers Dave White and Lee Robinson, and crowd, after Madison Square Garden rodeo","Rodeos","Rodeo performers","","","","","","","https://ark.colorado.edu/ark:/47540/qc250n65h2w6","narv_westermeier_32_01_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","661","224033","4858","narv_westermeier_32_01_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~661~224033"
"Clifford P. and Therese S. Westermeier Collection","Dutch Foster on crashing bronco","Magruder; photographer","Foster, Dutch; performer","","","still image","Photographic postcards","Colorado--Monte Vista","","","Rodeo performer Dutch Foster on crashing bronco, at the Ski-Hi Stampede","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/2h1t9562b9mq","narv_westermeier_31_06_E2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo E2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","662","224123","4858","narv_westermeier_31_06_E2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~662~224123"
"Clifford P. and Therese S. Westermeier Collection","Eddie Rosenbury falling from bronco","Doubleday, R.R.; photographer","Rosenbury, Eddie; performer","","","still image","Photographic postcards","Montana--Billings","","","Rodeo performer Eddie Rosenbury falling from bucking bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/sn9x8x28p7bm","narv_westermeier_32_02_N1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 2, Photo N1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","663","224027","4858","narv_westermeier_32_02_N1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~663~224027"
"Clifford P. and Therese S. Westermeier Collection","Elephants from Sells-Floto Circus","","","","","still image","Photographic postcards","","","1914","Unidentified men posing with elephants from Sells-Floto Circus","Circus","Circus animals","Elephants","","","","","","https://ark.colorado.edu/ark:/47540/f1620z2126pp","narv_westermeier_35_04_Q3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo Q3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","664","223960","4858","narv_westermeier_35_04_Q3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~664~223960"
"Clifford P. and Therese S. Westermeier Collection","Fannie Sperry Steele riding a bronco","Sperry, Fannie; performer","","","","still image","Photographic postcards","Manitoba--Winnipeg","","1913","Rodeo performer Fannie Sperry Steele riding a bronco","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/bm676t3315v8","narv_westermeier_31_05_A7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","665","224134","4858","narv_westermeier_31_05_A7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~665~224134"
"Clifford P. and Therese S. Westermeier Collection","Florence Randolph riding bronco","Doubleday, R.R.; photographer","Randolph, Florence; performer","","","still image","Photographic postcards","Oklahoma--Spencer","","","Rodeo performer Florence Randolph, stage name ""Princess Mohawk,"" riding a bronco","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/vw9k9k4964qr","narv_westermeier_31_13_A2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","666","224077","4858","narv_westermeier_31_13_A2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~666~224077"
"Clifford P. and Therese S. Westermeier Collection","Four men at Arcadia Rodeo","","","","","still image","Photographic postcards","","","","Portrait of rodeo performers Jack Hughes, Cy Compton, and Cody Compton with rodeo photographer Robert R. Doubleday","Rodeos","Rodeo performers","Photographers","","","","","","https://ark.colorado.edu/ark:/47540/fv810429j2xn","narv_westermeier_26_09_G11.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo G11","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","667","224154","4858","narv_westermeier_26_09_G11.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~667~224154"
"Clifford P. and Therese S. Westermeier Collection","Frank Smith bulldogging","Smith, Frank; performer","","","","still image","Photographic postcards","Oregon--Pendleton","Pendleton Drug Co.","","Rodeo performer Frank Smith on ground after wrestling a steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","https://ark.colorado.edu/ark:/47540/sw2k1v01v7xq","narv_westermeier_31_05_C4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo C4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","668","224128","4858","narv_westermeier_31_05_C4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~668~224128"
"Clifford P. and Therese S. Westermeier Collection","Garfield Daniels on bucking mule","Doubleday, R.R.; photographer","Daniels, Garfield; performer","","","still image","Photographic postcards","Nebraska--North Platte","","","Rodeo performer Garfield Daniels riding a bucking mule","Rodeos","Rodeo performers","Rodeo animals","Mules","","","","","https://ark.colorado.edu/ark:/47540/bv1v7q37t6fb","narv_westermeier_31_07_D1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo D1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","669","224114","4858","narv_westermeier_31_07_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~669~224114"
