"Collection Name","Title#1","Name#1","Name Authority#1","Name#2","Name Authority#2","Name#3","Name Authority#3","Name#4","Name Authority#4","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Publisher#1","Date Created#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Subject Topic#1","Subject Topic Authority#1","Subject Topic#2","Subject Topic Authority#2","Subject Topic#3","Subject Topic Authority#3","Subject Topic#4","Subject Topic Authority#4","Subject Topic#5","Subject Topic Authority#5","Subject Topic#6","Subject Topic Authority#6","Subject Topic#7","Subject Topic Authority#7","Subject Topic#8","Subject Topic Authority#8","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Access Condition URI#1","Access Condition#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Bronco rolling on rider","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Alberta--Calgary","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Bronco and unidentified rodeo performer both fallen during Calgary Stampede rodeo","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_31_03_A4.tif","https://ark.colorado.edu/ark:/47540/nw0q641120v7","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","637","4858","narv_westermeier_31_03_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~637~224143"
"Clifford P. and Therese S. Westermeier Collection","Bronco, Cyclone, throwing a rider","Marcell;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer falling over the head of bronco, Cyclone. Caption reads, ""Good-bye, Cyclone, I must leave you.""","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_44_Book1_BS.tif","https://ark.colorado.edu/ark:/47540/70733f54n772","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo BS","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","638","4858","narv_westermeier_44_Book1_BS.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~638~223901"
"Clifford P. and Therese S. Westermeier Collection","Buddy Mefford trick roping","Mefford, Buddy;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Iowa--Marshalltown","Smith Studio","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Buddy Mefford trick roping","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_D2.tif","https://ark.colorado.edu/ark:/47540/hv3m967188nj","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo D2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","639","4858","narv_westermeier_31_12_D2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~639~224080"
"Clifford P. and Therese S. Westermeier Collection","Buffalo Brady bulldogging","Doubleday, Ralph Russell, 1881-1958;photographer","local","Brady, Buffalo;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Buffalo Brady on ground after wrestling a steer at the Black Hills Roundup","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Steer wrestling","http://id.loc.gov/authorities/childrensSubjects/sj2021058696","","","","","","","","","","","narv_westermeier_31_09_C4.tif","https://ark.colorado.edu/ark:/47540/hc34212187b2","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","640","4858","narv_westermeier_31_09_C4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~640~224099"
"Clifford P. and Therese S. Westermeier Collection","Calf roper at Calgary Stampede","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Alberta--Calgary","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer roping a calf","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Calf roping","http://id.worldcat.org/fast/844242","","","","","","","","","","","narv_westermeier_31_03_C6.tif","https://ark.colorado.edu/ark:/47540/zd5j4d97x2tv","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo C6","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","641","4858","narv_westermeier_31_03_C6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~641~224140"
"Clifford P. and Therese S. Westermeier Collection","Calf roper at Calgary Stampede","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Alberta--Calgary","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer roping a calf","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Calf roping","http://id.worldcat.org/fast/844242","","","","","","","","","","","narv_westermeier_31_03_C4.tif","https://ark.colorado.edu/ark:/47540/xj087477f7rp","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo C4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","642","4858","narv_westermeier_31_03_C4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~642~224141"
"Clifford P. and Therese S. Westermeier Collection","Carl Dossey steer wrestling","Devere;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Washington--Ellensburg","","1949","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Carl Dossey wrestling a steer","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","","","","","","","","","","","","","narv_westermeier_29_18_A1.tif","https://ark.colorado.edu/ark:/47540/21337d69132d","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 29, Fd 18, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","925","4858","narv_westermeier_29_18_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~925~224149"
"Clifford P. and Therese S. Westermeier Collection","Chester Byers trick roping","Doubleday, Ralph Russell, 1881-1958;photographer","local","Byers, Chester, 1892-1945;performer","http://id.worldcat.org/fast/1810620","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Chester Byers trick roping","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_B2.tif","https://ark.colorado.edu/ark:/47540/4q9g873230bq","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo B2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","643","4858","narv_westermeier_31_12_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~643~224087"
"Clifford P. and Therese S. Westermeier Collection","Chester Byers trick roping","Doubleday, Ralph Russell, 1881-1958;photographer","local","Byers, Chester, 1892-1945;performer","http://id.worldcat.org/fast/1810620","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Chester Byers with two ropes","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_B1.tif","https://ark.colorado.edu/ark:/47540/dv228v2629jb","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo B1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","644","4858","narv_westermeier_31_12_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~644~224088"
"Clifford P. and Therese S. Westermeier Collection","Chuck Wagon race","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Alberta--Calgary","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Chuck wagon race at the Calgary Stampede","Rodeos","http://id.worldcat.org/fast/1099565","Chuckwagon racing","http://id.worldcat.org/fast/860315","","","","","","","","","","","","","narv_westermeier_31_03_A1.tif","https://ark.colorado.edu/ark:/47540/ft700262z8fm","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","645","4858","narv_westermeier_31_03_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~645~224145"
"Clifford P. and Therese S. Westermeier Collection","Chuck Wagon spill","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Alberta--Calgary","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Horse and wagon falling during chuck wagon race at the Calgary Stampede","Rodeos","http://id.worldcat.org/fast/1099565","Chuckwagon racing","http://id.worldcat.org/fast/860315","","","","","","","","","","","","","narv_westermeier_31_03_B5.tif","https://ark.colorado.edu/ark:/47540/483n4413045j","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo B5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","646","4858","narv_westermeier_31_03_B5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~646~224142"
"Clifford P. and Therese S. Westermeier Collection","Circus arena after a storm","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Illinois--Freeport","","1911","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Circus tent from Sells-Floto Circus after being blown down in a storm","Circus","http://id.worldcat.org/fast/861646","","","","","","","","","","","","","","","narv_westermeier_35_04_O1.tif","https://ark.colorado.edu/ark:/47540/k3026c79315n","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo O1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","647","4858","narv_westermeier_35_04_O1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~647~223970"
"Clifford P. and Therese S. Westermeier Collection","Clara Mellnot on horseback","Mellnot, Clara;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Circus performer Clara Mellnot in fancy riding costume, on horseback, in front of circus tent","Women circus performers","http://id.worldcat.org/fast/1177401","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","","","","","narv_westermeier_35_04_R3.tif","https://ark.colorado.edu/ark:/47540/dr053435x2jc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo R3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","648","4858","narv_westermeier_35_04_R3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~648~224287"
"Clifford P. and Therese S. Westermeier Collection","Cow with Sells-Floto Circus wagon","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Cow standing in from of Sells Floto Circus wagon","Circus","http://id.worldcat.org/fast/861646","Circus animals","http://id.worldcat.org/fast/861660","Circus wagons","http://id.worldcat.org/fast/861679","","","","","","","","","","","narv_westermeier_35_04_B1.tif","https://ark.colorado.edu/ark:/47540/tg2j5q49w27v","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo B1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","649","4858","narv_westermeier_35_04_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~649~223975"
"Clifford P. and Therese S. Westermeier Collection","Cowboys and cowgirls with animals at California Franks' ranch","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","Colorado--Ridgway","","1915","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified cowboys and cowgirls with farm animals, farm house, and barn in the background. Ranch headquarters of California Frank Hafley's Wild West Attractions in Ridgway Colorado","Cowgirls","http://id.worldcat.org/fast/882007","Cowboys","http://id.worldcat.org/fast/881986","Ranches","http://id.worldcat.org/fast/1089760","Livestock","http://id.worldcat.org/fast/1000722","","","","","","","","","narv_westermeier_36_07_M13.tif","https://ark.colorado.edu/ark:/47540/v62r2k51g45g","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M13","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","650","4858","narv_westermeier_36_07_M13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~650~223915"
